A1 A2 A3 A4 B1 B2 B3 B4 C1 C2 C3 C4 D1 D2 D3 D4 E1 E2 E3 E4 F1 F2 F3 F4 
3.1547241 3.9274902 0.49145508 3.8031006 0.2833252 3.5097046 0.29156494 3.229065 3.4885254 3.4363403 3.5176392 3.5663452 3.9522705 0.6092529 3.986267 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7124023 3.050415 0.12445068 
3.1547241 3.9274902 0.4915161 3.8031616 0.2833252 3.5097046 0.29156494 3.229065 3.4885254 3.4363403 3.5176392 3.5663452 3.9522705 0.6092529 3.986267 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7124023 3.050415 0.12445068 
3.1547241 3.9274902 0.49145508 3.8031616 0.2833252 3.5097046 0.29156494 3.229065 3.4885254 3.4363403 3.5176392 3.5662842 3.9522095 0.6092529 3.986267 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7124023 3.050415 0.12445068 
3.1547241 3.9274902 0.49145508 3.8031616 0.2833252 3.5097046 0.29156494 3.229065 3.4885254 3.4363403 3.5176392 3.5662842 3.9522095 0.6092529 3.986267 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.1547241 3.9274902 0.49145508 3.8031616 0.2833252 3.5097046 0.29156494 3.229065 3.4885254 3.4363403 3.5176392 3.5662842 3.9522095 0.6092529 3.986267 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.1547241 3.9274902 0.4915161 3.8031616 0.2833252 3.5097046 0.29156494 3.229065 3.4885254 3.4363403 3.5176392 3.5662842 3.9522095 0.6092529 3.986267 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.1547241 3.9274902 0.4915161 3.8031616 0.2833252 3.5097046 0.29156494 3.229065 3.4885254 3.4363403 3.5176392 3.5662842 3.9522095 0.6091919 3.986206 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.1547241 3.9274902 0.4915161 3.8031616 0.2833252 3.5097046 0.29156494 3.229065 3.4885254 3.4363403 3.5176392 3.5662842 3.9522095 0.6091919 3.986206 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.1547241 3.9274902 0.4915161 3.8031616 0.2833252 3.5097046 0.29156494 3.229065 3.4884644 3.4364014 3.5175781 3.5662842 3.9522095 0.6091919 3.986206 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7124023 3.050415 0.12445068 
3.1547241 3.9274902 0.4915161 3.8031616 0.2833252 3.5097046 0.29156494 3.229065 3.4885254 3.4364014 3.5175781 3.5662842 3.9522095 0.6091919 3.986206 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7124023 3.050415 0.12445068 
3.1547241 3.9274902 0.4915161 3.8031616 0.2833252 3.5097046 0.29156494 3.229065 3.4885254 3.4364014 3.5175781 3.5662842 3.9522095 0.6091919 3.986206 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7124023 3.050415 0.12438965 
3.1547241 3.9274902 0.4915161 3.8031616 0.2833252 3.5097046 0.29156494 3.229065 3.4885254 3.4364014 3.5175781 3.5662842 3.9522095 0.6091919 3.986206 0.7914429 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.1547241 3.9274902 0.49145508 3.8031616 0.2833252 3.5097046 0.29156494 3.229065 3.4885254 3.4364014 3.5175781 3.5662842 3.9522095 0.6091919 3.986206 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12438965 
3.1547241 3.9274902 0.49145508 3.8031616 0.2833252 3.5097046 0.29156494 3.229065 3.4885254 3.4364014 3.5175781 3.5662842 3.9522095 0.6091919 3.986206 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12438965 
3.1547241 3.9274902 0.49145508 3.8031616 0.2833252 3.5097046 0.29156494 3.229065 3.4885254 3.4364014 3.5175781 3.5662842 3.9522095 0.6091919 3.986206 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.1547241 3.9274902 0.49145508 3.8031616 0.2833252 3.5097046 0.29156494 3.229065 3.4885254 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986267 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.1547241 3.9274902 0.49145508 3.8031616 0.2833252 3.5097046 0.29156494 3.229065 3.4885254 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986206 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.1547241 3.9274902 0.49145508 3.8031616 0.2833252 3.5097046 0.29156494 3.229065 3.4885254 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986206 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12438965 
3.1547241 3.9274902 0.49145508 3.8031616 0.2833252 3.5097046 0.29156494 3.229065 3.4885254 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986267 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7124023 3.050415 0.12445068 
3.1547241 3.9274902 0.49145508 3.8031616 0.2833252 3.5097046 0.29162598 3.229065 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6091919 3.986206 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012390137 3.7123413 3.050415 0.12445068 
3.1547241 3.9274902 0.49139404 3.8031616 0.2833252 3.5097046 0.29162598 3.229065 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6091919 3.986206 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012390137 3.7123413 3.050415 0.12438965 
3.154663 3.9274902 0.49139404 3.8031616 0.2833252 3.5097046 0.29162598 3.229065 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986206 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.154663 3.9274292 0.49139404 3.8031616 0.2833252 3.5097656 0.29162598 3.229065 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986267 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.1547241 3.9274292 0.49139404 3.8031616 0.2833252 3.5097656 0.29162598 3.229065 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986206 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.1547241 3.9274902 0.49139404 3.8031616 0.2833252 3.5097656 0.29162598 3.229065 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986206 0.79138184 0.1428833 3.0618286 3.6887207 0.05090332 0.012451172 3.7123413 3.050415 0.12445068 
3.1547241 3.9274292 0.49139404 3.8031616 0.2833252 3.5097656 0.29162598 3.229065 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986206 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.1547241 3.9274292 0.49145508 3.8031616 0.2833252 3.5097656 0.29162598 3.229065 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986206 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.1547241 3.9274292 0.49145508 3.8031616 0.2833252 3.5097656 0.29162598 3.229065 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986206 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.1547241 3.9274292 0.49145508 3.8031616 0.2833252 3.5097656 0.29162598 3.229004 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986206 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.1547241 3.9274292 0.49145508 3.8031616 0.2833252 3.5097656 0.29162598 3.229004 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986206 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.1547241 3.9274292 0.49145508 3.8031616 0.2833252 3.5097656 0.29162598 3.229004 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986267 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.1547241 3.9274292 0.49145508 3.8031616 0.2833252 3.5097656 0.29162598 3.229004 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986267 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.1547241 3.9274292 0.49145508 3.8031616 0.2833252 3.5097656 0.29162598 3.229004 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986267 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.1547241 3.9274292 0.49145508 3.8031616 0.2833252 3.5097656 0.29162598 3.229004 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986267 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.1547241 3.9274292 0.49145508 3.8031616 0.2833252 3.5097656 0.29162598 3.229004 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986267 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.1547241 3.9274292 0.49145508 3.8031616 0.2833252 3.5097656 0.29162598 3.229004 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986267 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.1547241 3.9274292 0.49145508 3.8031616 0.2833252 3.5097656 0.29162598 3.229004 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6091919 3.986267 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.1547241 3.9274292 0.49139404 3.8031616 0.2833252 3.5097656 0.29162598 3.229004 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6091919 3.986267 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.1547241 3.9274292 0.49139404 3.8031616 0.2833252 3.5097656 0.29162598 3.229004 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986267 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.1547241 3.9274292 0.49139404 3.8031006 0.2833252 3.5097656 0.29162598 3.229004 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986267 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.1547241 3.9274292 0.49139404 3.8031616 0.2833252 3.5097656 0.29162598 3.229004 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6091919 3.986267 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.154663 3.9274902 0.49139404 3.8031006 0.2833252 3.5097656 0.29162598 3.229004 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986267 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.154663 3.9274292 0.49139404 3.8031006 0.2833252 3.5097656 0.29162598 3.229004 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986267 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.154663 3.9274292 0.49139404 3.8031006 0.2833252 3.5097656 0.29162598 3.229004 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986267 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.154663 3.9274292 0.49139404 3.8031006 0.2833252 3.5097656 0.29162598 3.229004 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986267 0.79138184 0.1428833 3.0618286 3.6887817 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.154663 3.9274292 0.49139404 3.8031006 0.2833252 3.5097656 0.29162598 3.229004 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986267 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.154663 3.9274292 0.49139404 3.8031006 0.28326416 3.5097656 0.29156494 3.229004 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986267 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.154663 3.9274292 0.49139404 3.8031006 0.28326416 3.5098267 0.29156494 3.229004 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986267 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.154663 3.9274292 0.49139404 3.8031616 0.28326416 3.5097656 0.29156494 3.229004 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986267 0.79138184 0.1428833 3.0618286 3.6887207 0.050842285 0.012451172 3.7123413 3.050415 0.12445068 
3.1547241 3.9274292 0.49139404 3.8031616 0.28326416 3.5097656 0.29162598 3.229004 3.4884644 3.4364014 3.5175781 3.5662842 3.9521484 0.6092529 3.986267 0.79138184 0.14282227 3.0618286 3.6887207 0.050842285 0.012512207 3.7123413 3.050415 0.12445068 
